,Temperature,WindSpeed,Pa,Humidity,Rain
7839,17,19,811,92,rain
7840,11,25,752,89,rain
7841,-8,6,805,72,rain
7842,3,15,767,2,rain
7843,36,14,798,8,rain
7844,35,13,828,1,rain
7845,10,14,850,66,rain
7846,-2,25,915,35,sun
7847,6,10,884,11,sun
7848,16,25,947,73,rain
7849,-2,3,838,2,rain
7850,0,8,980,57,sun
7851,27,29,958,70,rain
7852,10,13,915,76,sun
7853,28,1,858,62,sun
7854,2,12,987,2,sun
7855,1,2,855,24,sun
7856,3,24,910,93,rain
7857,23,23,871,63,sun
7858,24,1,783,27,rain
7859,-1,18,772,95,rain
7860,2,25,1013,11,sun
7861,-3,4,1028,52,sun
7862,-3,13,982,66,sun
7863,-9,6,948,87,rain
7864,-6,21,954,94,sun
7865,16,19,850,10,rain
7866,11,6,886,43,sun
7867,0,12,938,77,sun
7868,27,21,776,66,rain
7869,-7,9,830,49,rain
7870,19,1,1015,26,sun
7871,-4,10,806,17,rain
7872,30,3,956,15,sun
7873,10,20,809,86,rain
7874,24,28,836,81,rain
7875,-8,22,936,64,sun
7876,37,0,783,28,rain
7877,16,2,1014,74,sun
7878,21,4,872,29,sun
7879,0,23,879,48,sun
7880,0,2,831,34,rain
7881,2,21,925,69,sun
7882,13,9,947,49,sun
7883,8,8,1016,46,sun
7884,17,18,914,43,sun
7885,2,24,946,19,sun
7886,2,13,910,1,sun
7887,38,29,756,17,rain
7888,-3,10,965,75,sun
7889,-4,8,842,62,rain
7890,0,22,968,67,sun
7891,-3,3,914,82,rain
7892,-5,26,815,24,rain
7893,22,0,1011,65,sun
7894,3,6,916,31,sun
7895,24,25,939,4,sun
7896,18,27,967,31,sun
7897,-6,12,1004,48,sun
7898,36,8,819,12,rain
7899,1,23,926,4,sun
7900,37,16,893,66,rain
7901,15,15,961,75,sun
7902,10,12,917,26,sun
7903,4,5,876,11,sun
7904,3,5,820,93,rain
7905,17,9,916,84,rain
7906,28,2,961,38,sun
7907,18,21,760,53,rain
7908,-3,18,951,82,sun
7909,6,18,925,52,sun
7910,29,4,830,28,rain
7911,12,22,818,84,rain
7912,28,27,836,78,rain
7913,30,0,973,74,rain
7914,8,24,835,47,rain
7915,14,13,756,10,rain
7916,16,3,968,17,sun
7917,21,5,935,91,rain
7918,-6,8,955,79,sun
7919,-7,3,803,56,rain
7920,30,21,959,99,rain
7921,-1,27,1002,18,sun
7922,28,2,831,13,rain
7923,2,9,973,70,sun
7924,39,29,805,73,rain
7925,30,17,797,70,rain
7926,0,14,808,87,rain
7927,14,22,987,80,sun
7928,20,11,811,18,rain
7929,9,12,915,76,sun
7930,35,2,867,25,sun
7931,18,6,751,79,rain
7932,15,12,830,69,rain
7933,29,18,911,77,sun
7934,26,1,1008,59,sun
7935,9,3,959,76,sun
7936,34,9,896,39,sun
7937,13,8,1015,15,sun
7938,-8,12,818,95,rain
7939,16,2,773,80,rain
7940,14,23,924,13,sun
7941,-8,1,893,19,sun
7942,-8,14,864,19,sun
7943,25,24,807,56,rain
7944,-7,16,917,22,sun
7945,1,28,822,25,rain
7946,-9,25,917,38,sun
7947,34,19,910,1,sun
7948,6,20,863,61,sun
7949,-2,4,872,66,sun
7950,-2,28,865,75,rain
7951,28,19,894,91,rain
7952,5,13,780,52,rain
7953,34,26,1026,14,sun
7954,30,4,1003,6,sun
7955,35,28,1013,98,rain
7956,12,22,995,43,sun
7957,-5,5,1003,93,sun
7958,29,29,866,44,sun
7959,13,24,848,70,rain
7960,25,19,1013,14,sun
7961,5,11,841,66,rain
7962,25,19,795,57,rain
7963,13,24,762,56,rain
7964,28,9,908,6,sun
7965,32,4,954,32,sun
7966,-9,21,919,75,sun
7967,26,3,1028,35,sun
7968,17,14,808,88,rain
7969,13,1,815,91,rain
7970,1,9,896,64,sun
7971,15,6,870,53,sun
7972,19,28,1015,94,rain
7973,38,11,831,13,rain
7974,39,11,949,49,rain
7975,21,15,776,92,rain
7976,33,24,897,45,rain
7977,23,2,1017,94,sun
7978,34,14,857,46,rain
7979,21,22,995,16,sun
7980,30,1,928,5,sun
7981,-5,14,981,21,sun
7982,-1,20,807,44,rain
7983,1,3,751,44,rain
7984,-3,29,976,97,rain
7985,6,7,823,36,rain
7986,23,28,917,89,rain
7987,15,2,914,10,sun
7988,-4,7,914,89,rain
7989,27,11,954,76,sun
7990,36,1,963,12,sun
7991,35,4,793,53,rain
7992,32,12,964,9,sun
7993,33,12,883,78,rain
7994,-4,5,1020,12,sun
7995,10,9,953,99,sun
7996,-4,1,801,59,rain
7997,38,2,882,18,sun
7998,4,17,924,75,sun
7999,13,15,765,23,rain
8000,-1,9,794,96,rain
8001,30,15,848,79,rain
8002,-9,9,1008,58,sun
8003,23,3,898,59,sun
8004,-2,5,777,97,rain
8005,-6,8,877,51,sun
8006,-9,6,786,33,rain
8007,29,11,840,10,rain
8008,22,23,921,85,rain
8009,-6,17,809,92,rain
8010,23,0,952,76,sun
8011,-7,21,956,9,sun
8012,11,5,990,33,sun
8013,38,14,810,20,rain
8014,10,29,956,58,sun
8015,17,12,885,5,sun
8016,39,11,959,86,rain
8017,38,0,935,48,rain
8018,3,29,858,62,rain
8019,35,12,947,44,rain
8020,-3,16,766,37,rain
8021,16,12,927,32,sun
8022,0,8,907,31,sun
8023,23,1,962,4,sun
8024,2,25,1010,32,sun
8025,-5,21,873,65,sun
8026,21,6,847,15,rain
8027,0,0,1016,90,sun
8028,-3,23,971,63,sun
8029,-7,2,925,50,sun
8030,3,14,793,63,rain
8031,30,26,859,57,rain
8032,17,21,998,11,sun
8033,-6,28,1027,37,sun
8034,4,6,814,59,rain
8035,28,23,771,88,rain
8036,-9,22,792,8,rain
8037,37,5,1016,58,rain
8038,-2,12,1001,49,sun
8039,12,16,954,85,sun
8040,23,22,912,4,sun
8041,38,13,983,16,sun
8042,7,7,901,5,sun
8043,14,27,840,11,rain
8044,17,26,750,43,rain
8045,-5,18,921,87,rain
8046,32,24,834,38,rain
8047,5,24,938,53,sun
8048,16,1,1011,57,sun
8049,1,18,945,8,sun
8050,2,13,751,98,rain
8051,24,0,994,34,sun
8052,24,29,830,63,rain
8053,-2,18,849,33,rain
8054,9,25,818,82,rain
8055,15,19,837,85,rain
8056,15,9,933,24,sun
8057,15,6,783,88,rain
8058,24,7,908,94,rain
8059,35,26,771,11,rain
8060,14,1,960,92,sun
8061,37,22,793,95,rain
8062,36,4,758,49,rain
8063,34,17,907,73,rain
8064,37,12,813,67,rain
8065,33,2,968,20,sun
8066,-9,29,920,70,rain
8067,16,16,887,78,sun
8068,5,16,972,42,sun
8069,24,4,797,95,rain
8070,22,16,948,82,rain
8071,18,2,806,53,rain
8072,-1,7,822,34,rain
8073,20,13,917,89,rain
8074,27,10,789,13,rain
8075,16,17,796,50,rain
8076,16,24,752,51,rain
8077,-9,15,906,49,sun
8078,39,22,831,44,rain
8079,37,3,882,14,sun
8080,24,14,843,94,rain
8081,32,7,932,88,rain
8082,-5,19,781,76,rain
8083,-3,5,938,36,sun
8084,14,20,808,52,rain
8085,29,25,1023,97,rain
8086,-9,0,843,10,rain
8087,1,24,1017,84,sun
8088,7,11,831,36,rain
8089,29,17,930,9,sun
8090,2,26,929,6,sun
8091,-8,27,891,71,rain
8092,10,6,819,48,rain
8093,34,1,941,6,sun
8094,37,24,966,91,rain
8095,17,7,952,93,sun
8096,30,14,937,79,rain
8097,28,22,799,59,rain
8098,39,3,937,78,rain
8099,26,17,1017,7,sun
8100,-2,19,928,76,sun
8101,17,9,959,80,sun
8102,8,3,820,91,rain
8103,5,1,826,1,rain
8104,-5,24,803,96,rain
8105,12,29,807,53,rain
8106,29,10,1021,98,sun
8107,-8,15,792,50,rain
8108,28,21,970,21,sun
8109,9,19,772,8,rain
8110,18,12,937,76,sun
8111,12,19,1022,74,sun
8112,21,15,798,25,rain
8113,14,10,1023,66,sun
8114,5,26,887,6,sun
8115,-1,12,923,86,rain
8116,-1,29,940,49,sun
8117,1,25,919,63,rain
8118,24,3,933,94,rain
8119,34,0,1022,94,rain
8120,26,22,921,13,sun
8121,20,7,1022,19,sun
8122,11,12,1006,28,sun
8123,2,13,828,94,rain
8124,35,9,984,87,rain
8125,6,3,867,96,rain
8126,6,17,799,99,rain
8127,12,15,1008,33,sun
8128,12,6,867,98,rain
8129,36,11,1025,22,sun
8130,17,16,870,28,sun
8131,23,24,842,45,rain
8132,32,25,756,0,rain
8133,3,3,906,35,sun
8134,32,18,957,66,rain
8135,17,29,996,86,rain
8136,24,10,924,42,sun
8137,8,5,1006,28,sun
8138,2,0,869,47,sun
8139,-9,22,769,27,rain
8140,25,16,869,97,rain
8141,26,5,806,86,rain
8142,16,11,962,15,sun
8143,-9,0,777,8,rain
8144,25,5,954,6,sun
8145,2,7,813,39,rain
8146,13,20,950,61,sun
8147,21,0,770,41,rain
8148,14,20,838,16,rain
8149,24,15,941,84,rain
8150,-6,10,827,71,rain
8151,8,28,890,87,rain
8152,-2,20,1009,22,sun
8153,29,3,1022,44,sun
8154,9,22,924,58,sun
8155,16,27,806,44,rain
8156,26,21,825,25,rain
8157,21,4,987,38,sun
8158,33,24,862,27,sun
8159,28,19,896,10,sun
8160,-9,25,987,83,rain
8161,38,15,897,36,sun
8162,34,2,989,5,sun
8163,11,16,947,3,sun
8164,22,19,996,17,sun
8165,6,9,778,0,rain
8166,13,13,987,80,sun
8167,2,5,783,86,rain
8168,39,15,929,71,rain
8169,5,1,825,0,rain
8170,5,28,972,79,rain
8171,34,16,757,59,rain
8172,26,4,998,5,sun
8173,36,2,883,7,sun
8174,29,20,772,83,rain
8175,14,12,791,9,rain
8176,17,26,863,67,rain
8177,17,18,994,41,sun
8178,14,26,783,35,rain
8179,28,6,861,32,sun
8180,-3,16,904,62,sun
8181,10,19,990,71,sun
8182,4,4,796,64,rain
8183,34,11,769,74,rain
8184,23,3,990,71,sun
8185,38,21,1006,26,sun
8186,36,7,833,27,rain
8187,26,19,801,68,rain
8188,-4,24,927,67,sun
8189,25,28,929,73,rain
8190,30,14,1020,9,sun
8191,10,11,888,84,rain
8192,12,22,825,97,rain
8193,0,4,768,56,rain
8194,8,0,878,62,sun
8195,-3,26,779,81,rain
8196,9,0,776,63,rain
8197,23,14,1012,60,sun
8198,27,3,848,96,rain
8199,13,29,941,10,sun
8200,23,3,760,61,rain
8201,19,1,1002,1,sun
8202,30,18,976,65,rain
8203,9,19,999,31,sun
8204,-9,5,1018,24,sun
8205,-1,1,964,18,sun
8206,1,15,894,71,sun
8207,22,20,943,60,sun
8208,5,14,957,26,sun
8209,35,6,1019,86,rain
8210,14,28,832,52,rain
8211,24,5,916,83,rain
8212,34,3,867,89,rain
8213,9,6,903,16,sun
8214,34,23,809,12,rain
8215,31,5,800,40,rain
8216,-8,4,810,43,rain
8217,1,28,892,69,rain
8218,5,24,889,80,rain
8219,18,1,973,88,sun
8220,0,25,822,32,rain
8221,20,1,822,53,rain
8222,24,14,986,38,sun
8223,27,15,795,94,rain
8224,23,29,850,81,rain
8225,19,9,978,79,sun
8226,3,21,946,90,rain
8227,36,25,895,8,sun
8228,9,22,889,58,sun
8229,35,10,837,46,rain
8230,28,8,908,3,sun
8231,31,12,815,18,rain
8232,1,8,948,72,sun
8233,15,16,854,20,sun
8234,-9,24,835,26,rain
8235,24,24,793,24,rain
8236,37,16,792,68,rain
8237,21,28,840,49,rain
8238,10,28,978,85,rain
8239,7,28,974,5,sun
8240,29,9,999,81,sun
8241,37,18,993,73,rain
8242,-2,18,958,9,sun
8243,4,3,825,39,rain
8244,11,21,828,82,rain
8245,13,14,1012,1,sun
8246,21,4,930,99,rain
8247,2,4,828,57,rain
8248,11,24,834,80,rain
8249,-9,20,996,97,sun
8250,-5,28,909,95,rain
8251,39,8,901,43,rain
8252,-3,17,1002,89,sun
8253,10,25,794,18,rain
8254,-6,20,780,73,rain
8255,37,19,879,8,sun
8256,7,14,794,97,rain
8257,1,23,811,89,rain
8258,0,15,883,14,sun
8259,16,18,938,49,sun
8260,24,21,806,59,rain
8261,16,24,761,91,rain
8262,3,4,845,94,rain
8263,36,9,910,40,rain
8264,33,18,964,11,sun
8265,6,29,954,75,rain
8266,11,12,831,33,rain
8267,13,18,830,7,rain
8268,17,20,872,72,sun
8269,4,28,1006,8,sun
8270,23,23,931,19,sun
8271,14,10,906,80,rain
8272,20,7,957,16,sun
8273,26,27,804,36,rain
8274,4,9,839,51,rain
8275,-8,27,1024,60,rain
8276,30,2,913,27,sun
8277,32,15,894,62,rain
8278,7,29,755,48,rain
8279,25,11,889,48,sun
8280,16,4,905,49,sun
8281,31,0,825,51,rain
8282,1,19,1027,62,sun
8283,5,0,1008,72,sun
8284,4,27,770,36,rain
8285,-3,23,941,14,sun
8286,17,16,756,50,rain
8287,13,11,1020,54,sun
8288,-7,13,785,35,rain
8289,11,27,781,6,rain
8290,34,1,1004,69,rain
8291,23,4,889,13,sun
8292,-7,17,857,43,sun
8293,20,21,780,40,rain
8294,-2,25,806,48,rain
8295,27,23,874,95,rain
8296,22,0,953,70,sun
8297,24,12,889,84,rain
8298,18,10,882,54,sun
8299,10,5,838,86,rain
8300,13,20,893,82,rain
8301,27,10,826,91,rain
8302,33,29,1023,43,rain
8303,12,3,914,4,sun
8304,9,24,1016,15,sun
8305,14,22,808,85,rain
8306,38,0,982,70,rain
8307,13,17,921,90,rain
8308,14,21,867,90,rain
8309,36,0,910,51,rain
8310,12,3,1023,36,sun
8311,7,29,787,91,rain
8312,21,17,1002,51,sun
8313,24,16,885,46,sun
8314,32,6,914,29,sun
8315,34,14,911,28,sun
8316,7,16,948,42,sun
8317,15,26,811,38,rain
8318,-8,12,831,70,rain
8319,-1,5,1027,91,sun
8320,9,1,842,90,rain
8321,38,14,849,11,rain
8322,0,16,1011,66,sun
8323,38,28,811,71,rain
8324,1,24,780,59,rain
8325,26,26,908,87,rain
8326,4,3,916,95,rain
8327,30,15,824,52,rain
8328,16,28,949,40,sun
8329,-1,27,932,94,rain
8330,-4,14,972,9,sun
8331,23,20,798,26,rain
8332,4,13,869,15,sun
8333,16,28,895,41,sun
8334,35,18,798,96,rain
8335,39,6,1005,54,rain
8336,39,0,878,63,rain
8337,-3,12,984,89,sun
8338,26,25,901,4,sun
8339,8,2,881,90,rain
8340,22,12,979,25,sun
8341,29,7,916,42,sun
8342,2,6,950,34,sun
8343,36,23,775,4,rain
8344,31,10,931,46,rain
8345,-4,4,777,28,rain
8346,19,20,833,99,rain
8347,0,11,756,75,rain
8348,7,28,973,79,rain
8349,4,7,1004,58,sun
8350,2,16,904,32,sun
8351,31,9,912,77,rain
8352,-7,27,974,87,rain
8353,17,22,829,41,rain
8354,29,25,933,31,sun
8355,24,24,959,94,sun
8356,-1,9,913,33,sun
8357,-4,28,1019,51,sun
8358,11,29,994,17,sun
8359,39,2,1027,30,sun
8360,-9,12,816,72,rain
8361,7,23,886,91,rain
8362,-5,11,930,64,sun
8363,7,15,915,37,sun
8364,25,27,944,37,sun
8365,6,25,844,67,rain
8366,26,16,763,43,rain
8367,22,23,903,70,sun
8368,38,10,796,25,rain
8369,31,5,1001,63,rain
8370,28,13,1014,1,sun
8371,26,26,797,22,rain
8372,22,16,839,0,rain
8373,17,4,792,4,rain
8374,2,11,850,65,rain
8375,16,5,786,83,rain
8376,23,25,874,68,rain
8377,19,24,1011,68,sun
8378,-2,23,847,36,rain
8379,10,11,956,33,sun
8380,39,23,924,59,rain
8381,22,21,772,90,rain
8382,-4,19,830,12,rain
8383,7,18,889,68,sun
8384,39,10,1015,28,sun
8385,13,3,817,26,rain
8386,21,0,823,98,rain
8387,39,13,784,33,rain
8388,8,11,979,90,sun
8389,18,7,777,96,rain
8390,21,23,852,33,sun
8391,5,17,795,53,rain
8392,-3,12,836,6,rain
8393,20,4,832,31,rain
8394,28,20,993,13,sun
8395,17,20,1017,69,sun
8396,25,20,979,63,sun
8397,8,19,986,70,sun
8398,31,15,826,2,rain
8399,20,1,983,42,sun
8400,38,24,823,64,rain
8401,1,15,834,5,rain
8402,22,4,905,66,sun
8403,34,5,753,54,rain
8404,5,12,843,12,rain
8405,-5,24,782,0,rain
8406,1,22,1005,52,sun
8407,13,13,1012,37,sun
8408,10,27,929,68,rain
8409,12,14,862,77,sun
8410,0,1,957,44,sun
8411,16,12,832,46,rain
8412,0,22,858,49,sun
8413,10,28,778,57,rain
8414,36,25,954,97,rain
8415,9,10,999,2,sun
8416,39,13,1011,57,rain
8417,-8,27,918,16,sun
8418,36,1,968,36,sun
8419,-9,27,1012,66,rain
8420,23,26,826,46,rain
8421,4,1,909,69,sun
8422,-6,19,887,64,sun
8423,22,6,1005,18,sun
8424,16,23,906,80,rain
8425,10,7,851,5,sun
8426,28,25,927,11,sun
8427,13,27,782,5,rain
8428,19,7,963,87,sun
8429,-1,16,1029,66,sun
8430,14,25,842,40,rain
8431,1,19,852,70,sun
8432,5,5,869,78,sun
8433,34,1,990,10,sun
8434,39,22,827,14,rain
8435,18,28,942,29,sun
8436,39,11,881,36,sun
8437,18,24,975,69,sun
8438,9,28,762,6,rain
8439,36,16,938,31,sun
8440,-9,4,923,54,sun
8441,3,0,753,80,rain
8442,-5,22,797,67,rain
8443,19,18,929,49,sun
8444,17,17,1009,83,sun
8445,-1,26,991,90,rain
8446,28,29,1006,6,sun
8447,15,29,904,25,sun
8448,9,27,976,27,sun
8449,12,19,902,81,rain
8450,28,24,761,20,rain
8451,25,27,869,83,rain
8452,15,19,877,30,sun
8453,-2,7,975,9,sun
8454,31,20,860,13,sun
8455,9,8,886,90,rain
8456,2,13,967,62,sun
8457,5,26,937,65,rain
8458,-8,11,1004,5,sun
8459,10,15,917,58,sun
8460,10,20,911,39,sun
8461,25,10,871,48,sun
8462,21,8,996,4,sun
8463,-4,19,985,77,sun
8464,36,19,925,36,sun
8465,-1,10,972,4,sun
8466,39,29,886,86,rain
8467,27,20,770,59,rain
8468,32,5,1027,77,rain
8469,26,19,984,70,sun
8470,1,25,1008,43,sun
8471,5,12,756,35,rain
8472,14,23,945,38,sun
8473,31,18,945,61,rain
8474,25,13,909,94,rain
8475,-5,21,928,41,sun
8476,-2,13,776,21,rain
8477,1,1,951,21,sun
8478,12,11,855,91,rain
8479,2,0,823,95,rain
8480,-9,21,824,1,rain
8481,-7,12,860,45,sun
8482,4,14,763,91,rain
8483,4,23,889,75,sun
8484,6,20,1019,65,sun
8485,35,1,891,75,rain
8486,21,13,936,6,sun
8487,22,1,803,0,rain
8488,6,8,838,25,rain
8489,20,17,774,67,rain
8490,17,20,879,0,sun
8491,-5,25,810,9,rain
8492,-2,7,864,2,sun
8493,15,24,950,28,sun
8494,3,11,759,38,rain
8495,25,17,755,35,rain
8496,21,9,797,80,rain
8497,39,1,794,60,rain
8498,14,27,942,83,rain
8499,27,20,779,90,rain
8500,0,11,920,99,rain
8501,3,5,952,48,sun
8502,22,24,966,23,sun
8503,22,19,934,26,sun
8504,26,0,845,49,rain
8505,8,20,949,70,sun
8506,-9,20,804,36,rain
8507,19,14,1013,58,sun
8508,-6,14,944,88,rain
8509,23,17,1029,69,sun
8510,23,10,851,65,sun
8511,1,23,981,9,sun
8512,28,20,776,20,rain
8513,4,12,859,50,sun
8514,32,29,918,17,sun
8515,39,17,867,19,sun
8516,38,6,1017,47,rain
8517,29,0,959,13,sun
8518,28,21,1016,33,sun
8519,-7,11,889,73,sun
8520,33,10,788,79,rain
8521,-6,12,818,62,rain
8522,13,10,810,97,rain
8523,-6,20,777,72,rain
8524,12,11,893,74,sun
8525,-2,14,1028,94,sun
8526,5,15,856,92,rain
8527,27,10,767,97,rain
8528,12,0,879,37,sun
8529,35,0,805,89,rain
8530,-4,20,761,74,rain
8531,22,1,931,71,sun
8532,31,5,947,52,rain
8533,24,23,855,19,sun
8534,6,2,781,23,rain
8535,-5,11,1015,61,sun
8536,-6,12,981,25,sun
8537,-7,8,993,31,sun
8538,28,22,935,92,rain
8539,-5,16,1001,18,sun
8540,-6,23,756,45,rain
8541,29,22,998,17,sun
8542,19,17,1002,50,sun
8543,39,13,874,99,rain
8544,11,13,984,14,sun
8545,27,7,953,63,sun
8546,0,2,786,29,rain
8547,26,25,823,23,rain
8548,10,27,996,44,sun
8549,6,11,881,8,sun
8550,35,12,844,50,rain
8551,0,21,956,3,sun
8552,12,21,804,62,rain
8553,-7,2,796,26,rain
8554,10,19,959,35,sun
8555,5,9,767,7,rain
8556,3,0,763,71,rain
8557,0,23,872,92,rain
8558,19,13,752,67,rain
8559,34,11,997,36,sun
8560,37,15,984,66,rain
8561,4,26,900,62,rain
8562,13,13,913,10,sun
8563,26,27,824,68,rain
8564,-1,26,1029,42,sun
8565,39,15,935,49,rain
8566,12,1,1022,56,sun
8567,4,29,959,15,sun
8568,-6,14,861,75,sun
8569,39,3,871,31,sun
8570,13,14,804,33,rain
8571,38,28,970,22,sun
8572,2,13,870,90,rain
8573,16,16,818,29,rain
8574,-6,15,915,13,sun
8575,-4,16,770,69,rain
8576,3,26,788,76,rain
8577,1,0,864,65,sun
8578,4,19,1015,45,sun
8579,4,22,934,76,sun
8580,-7,13,958,12,sun
8581,31,26,900,13,sun
8582,27,7,895,35,sun
8583,8,20,833,51,rain
8584,-2,20,1006,38,sun
8585,11,7,997,90,sun
8586,0,14,960,45,sun
8587,19,24,963,23,sun
8588,-7,21,912,16,sun
8589,3,5,928,82,rain
8590,-2,18,875,17,sun
8591,6,5,846,50,rain
8592,5,18,912,66,sun
8593,3,29,893,30,sun
8594,11,9,909,40,sun
8595,30,10,948,31,sun
8596,-3,2,892,77,sun
8597,37,4,994,17,sun
8598,38,25,917,76,rain
8599,29,23,862,24,sun
8600,-5,4,919,47,sun
8601,9,2,839,80,rain
8602,7,22,879,48,sun
8603,28,14,807,66,rain
8604,19,29,990,78,rain
8605,5,3,1007,34,sun
8606,10,24,931,65,sun
8607,12,8,764,4,rain
8608,-1,9,928,85,rain
8609,-5,6,921,86,rain
8610,23,27,1015,87,rain
8611,13,11,752,49,rain
8612,19,11,986,80,sun
8613,25,12,939,0,sun
8614,17,7,873,47,sun
8615,22,23,940,48,sun
8616,38,1,833,67,rain
8617,36,15,992,54,rain
8618,-6,0,809,73,rain
8619,3,27,827,44,rain
8620,39,14,920,20,sun
8621,28,4,1024,79,sun
8622,35,2,795,32,rain
8623,32,18,799,29,rain
8624,11,6,1029,27,sun
8625,-8,28,846,6,rain
8626,10,29,1007,89,rain
8627,32,21,835,17,rain
8628,-5,23,841,56,rain
8629,-9,10,903,72,sun
8630,8,24,998,3,sun
8631,13,13,825,59,rain
8632,19,16,756,64,rain
8633,-4,10,765,71,rain
8634,22,22,843,25,rain
8635,-9,25,924,31,sun
8636,-9,4,751,99,rain
8637,23,1,989,13,sun
8638,10,10,843,23,rain
8639,21,12,928,25,sun
8640,31,21,857,89,rain
8641,2,12,1023,51,sun
8642,22,9,887,77,sun
8643,15,6,920,5,sun
8644,15,1,923,97,rain
8645,6,6,960,17,sun
8646,11,21,855,71,sun
8647,-7,21,952,8,sun
8648,22,3,982,18,sun
8649,-9,5,1004,88,sun
8650,5,5,891,40,sun
8651,1,28,919,64,rain
8652,20,15,867,64,sun
8653,11,9,762,3,rain
8654,10,3,984,79,sun
8655,4,15,875,67,sun
8656,19,28,838,75,rain
8657,27,27,850,0,rain
8658,37,23,984,34,sun
8659,18,3,950,34,sun
8660,-6,14,959,54,sun
8661,-5,27,979,74,rain
8662,13,19,889,31,sun
8663,23,10,866,77,sun
8664,25,18,760,90,rain
8665,9,3,980,13,sun
8666,35,12,912,34,sun
8667,35,23,858,57,rain
8668,22,0,990,77,sun
8669,33,9,802,58,rain
8670,33,12,861,96,rain
8671,-5,19,994,35,sun
8672,39,19,817,3,rain
8673,16,14,840,26,rain
8674,28,7,965,1,sun
8675,22,8,791,86,rain
8676,39,15,883,91,rain
8677,29,11,878,72,sun
8678,6,14,822,69,rain
8679,-6,17,776,15,rain
8680,30,3,761,24,rain
8681,26,6,870,53,sun
8682,16,13,891,54,sun
8683,14,28,1018,67,rain
8684,4,15,837,12,rain
8685,9,19,971,0,sun
8686,34,19,856,86,rain
8687,16,22,769,34,rain
8688,13,3,954,57,sun
8689,-4,0,790,72,rain
8690,15,15,789,33,rain
8691,30,17,918,99,rain
8692,19,5,913,78,sun
8693,-3,19,964,9,sun
8694,27,12,965,11,sun
8695,27,16,902,3,sun
8696,30,28,809,19,rain
8697,-1,1,875,6,sun
8698,1,2,775,68,rain
8699,21,25,852,27,sun
8700,-4,25,1015,11,sun
8701,2,20,955,93,sun
8702,28,28,774,92,rain
8703,-4,8,839,0,rain
8704,29,3,1026,85,sun
8705,34,26,795,19,rain
8706,1,18,840,73,rain
8707,22,10,793,0,rain
8708,14,29,934,97,rain
8709,30,7,1010,96,rain
8710,30,29,870,78,rain
8711,16,11,975,22,sun
8712,36,14,920,72,rain
8713,18,19,795,90,rain
8714,35,17,788,40,rain
8715,37,9,1005,12,sun
8716,37,24,952,31,sun
8717,31,21,966,84,rain
8718,25,22,838,44,rain
8719,-7,22,916,23,sun
8720,-2,16,780,13,rain
8721,3,18,808,18,rain
8722,29,12,1010,70,sun
8723,-2,19,918,34,sun
8724,27,9,943,21,sun
8725,9,24,774,78,rain
8726,6,21,950,34,sun
8727,-7,9,917,14,sun
8728,-7,29,774,60,rain
8729,33,7,833,31,rain
8730,10,2,865,38,sun
8731,0,19,842,42,rain
8732,18,19,932,27,sun
8733,10,15,925,67,sun
8734,29,26,882,74,rain
8735,8,2,997,12,sun
8736,8,20,1018,69,sun
8737,-8,6,1012,82,sun
8738,8,2,968,49,sun
8739,22,3,821,49,rain
8740,8,2,941,2,sun
8741,32,13,1004,36,sun
8742,22,14,971,7,sun
8743,9,24,939,3,sun
8744,38,28,869,21,sun
8745,-9,23,937,89,rain
8746,8,22,795,7,rain
8747,0,1,760,12,rain
8748,35,5,823,77,rain
8749,-3,10,898,81,rain
8750,35,26,813,6,rain
8751,19,23,1001,65,sun
8752,-3,4,753,88,rain
8753,39,0,789,64,rain
8754,-4,18,937,9,sun
8755,20,7,780,83,rain
8756,15,0,907,54,sun
8757,-1,8,913,93,rain
8758,17,3,1025,95,sun
8759,34,23,981,71,rain
8760,11,27,810,1,rain
8761,32,9,798,99,rain
8762,29,6,764,52,rain
8763,25,21,820,69,rain
8764,-2,0,1018,20,sun
8765,7,16,859,27,sun
8766,37,15,907,92,rain
8767,-9,17,988,22,sun
8768,0,28,786,65,rain
8769,7,24,842,67,rain
8770,26,3,820,93,rain
8771,-7,13,964,88,sun
8772,19,9,931,38,sun
8773,-2,3,807,6,rain
8774,0,17,882,51,sun
8775,23,24,905,90,rain
8776,9,27,789,76,rain
8777,8,5,839,59,rain
8778,21,27,953,35,sun
8779,33,23,878,95,rain
8780,-7,26,906,77,rain
8781,18,21,857,28,sun
8782,-4,6,898,59,sun
8783,2,6,811,2,rain
8784,36,1,887,44,rain
8785,39,13,807,80,rain
8786,37,15,920,58,rain
8787,39,20,964,55,rain
8788,2,29,762,96,rain
8789,-6,2,961,52,sun
8790,36,27,1019,54,rain
8791,25,19,934,92,rain
8792,12,23,1025,68,sun
8793,24,15,895,98,rain
8794,18,14,793,9,rain
8795,-1,27,765,28,rain
8796,-1,17,751,33,rain
8797,0,25,860,33,sun
8798,27,9,922,29,sun
8799,0,12,1021,66,sun
8800,-4,19,785,64,rain
8801,19,18,860,48,sun
8802,27,25,798,55,rain
8803,-9,20,943,41,sun
8804,19,19,802,61,rain
8805,28,7,842,66,rain
8806,34,15,928,14,sun
8807,-6,18,795,44,rain
8808,5,10,981,44,sun
8809,-9,15,920,90,rain
8810,-9,16,1020,58,sun
8811,31,3,981,89,rain
8812,11,21,801,79,rain
8813,10,27,983,87,rain
8814,20,28,947,95,rain
